date,close,volume
2019-10-21,10.3800,980031
2019-10-18,10.3800,3283877
2019-10-17,10.3500,3075008
2019-10-16,10.3600,2322143
2019-10-15,10.3900,4386275
2019-10-14,10.3800,1455426
2019-10-11,10.4500,2319292
2019-10-10,10.5300,4207517
2019-10-09,10.8100,938656
2019-10-08,10.9200,3337887
2019-10-07,10.9400,1748356
2019-10-04,10.9900,2978917
2019-10-03,10.8600,7504531
2019-10-02,10.7000,3724032
2019-10-01,10.6900,2653104
